chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
Marriott;Marriott Grand Hotel;Grand Hotel description;info290@hotel.com;Ukraine;Lviv;Shevchenka;32;Double;1;152;324;2024-03-20;2024-03-27;checked-in;2;Good hotel;2024-03-20
Marriott;Marriott Grand Hotel;Grand Hotel description;info291@hotel.com;Ukraine;Kyiv;Shevchenka;82;Double;2;166;115;2024-09-23;2024-09-26;checked-in;3;Good hotel;2024-09-23
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info292@hotel.com;Ukraine;Lviv;Shevchenka;81;Double;4;214;92;2024-07-25;2024-08-01;confirmed;5;Good hotel;2024-07-25
Marriott;Marriott Mountain Resort;Mountain Resort description;info293@hotel.com;Ukraine;Lviv;Shevchenka;18;Single;3;277;463;2024-05-31;2024-06-06;pending;3;Good hotel;2024-05-31
Hilton;Hilton Grand Hotel;Grand Hotel description;info294@hotel.com;Ukraine;Odesa;Shevchenka;21;Single;4;147;74;2024-05-26;2024-05-27;checked-in;4;Good hotel;2024-05-26
Hilton;Hilton Grand Hotel;Grand Hotel description;info295@hotel.com;Ukraine;Kyiv;Shevchenka;25;Suite;2;201;37;2024-08-26;2024-08-31;checked-out;2;Good hotel;2024-08-26
Accor;Accor Mountain Resort;Mountain Resort description;info296@hotel.com;Ukraine;Dnipro;Shevchenka;16;Suite;2;103;262;2024-07-01;2024-07-06;checked-out;4;Good hotel;2024-07-01
Hilton;Hilton Mountain Resort;Mountain Resort description;info297@hotel.com;Ukraine;Dnipro;Shevchenka;23;Suite;3;58;259;2024-04-14;2024-04-15;confirmed;5;Good hotel;2024-04-14
Hyatt;Hyatt Sea View;Sea View description;info298@hotel.com;Ukraine;Odesa;Shevchenka;91;Double;4;165;371;2024-07-04;2024-07-11;pending;1;Good hotel;2024-07-04
Marriott;Marriott Mountain Resort;Mountain Resort description;info299@hotel.com;Ukraine;Odesa;Shevchenka;10;Suite;4;194;123;2024-09-27;2024-09-29;checked-in;4;Good hotel;2024-09-27
Hyatt;Hyatt City Inn;City Inn description;info300@hotel.com;Ukraine;Dnipro;Shevchenka;94;Single;4;195;342;2024-07-09;2024-07-15;pending;4;Good hotel;2024-07-09
Accor;Accor Mountain Resort;Mountain Resort description;info301@hotel.com;Ukraine;Odesa;Shevchenka;3;Double;3;229;24;2024-02-11;2024-02-12;checked-in;2;Good hotel;2024-02-11
Accor;Accor Grand Hotel;Grand Hotel description;info302@hotel.com;Ukraine;Lviv;Shevchenka;29;Double;4;66;118;2024-02-02;2024-02-05;checked-out;4;Good hotel;2024-02-02
Marriott;Marriott Sea View;Sea View description;info303@hotel.com;Ukraine;Kyiv;Shevchenka;5;Double;1;242;456;2024-06-14;2024-06-18;pending;1;Good hotel;2024-06-14
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info304@hotel.com;Ukraine;Kyiv;Shevchenka;40;Suite;3;123;248;2024-02-08;2024-02-14;checked-in;3;Good hotel;2024-02-08
Radisson;Radisson Mountain Resort;Mountain Resort description;info305@hotel.com;Ukraine;Dnipro;Shevchenka;36;Double;2;294;188;2024-05-27;2024-06-03;checked-out;2;Good hotel;2024-05-27
Hilton;Hilton Mountain Resort;Mountain Resort description;info306@hotel.com;Ukraine;Odesa;Shevchenka;35;Double;3;135;178;2024-09-22;2024-09-27;checked-out;4;Good hotel;2024-09-22
Accor;Accor Mountain Resort;Mountain Resort description;info307@hotel.com;Ukraine;Odesa;Shevchenka;79;Double;3;125;461;2024-05-23;2024-05-30;checked-in;4;Good hotel;2024-05-23
Hilton;Hilton Sea View;Sea View description;info308@hotel.com;Ukraine;Dnipro;Shevchenka;33;Suite;1;284;367;2024-03-28;2024-03-30;checked-in;5;Good hotel;2024-03-28
Hilton;Hilton Mountain Resort;Mountain Resort description;info309@hotel.com;Ukraine;Lviv;Shevchenka;69;Single;3;198;86;2024-08-05;2024-08-10;checked-in;5;Good hotel;2024-08-05
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info310@hotel.com;Ukraine;Dnipro;Shevchenka;17;Suite;1;290;415;2024-05-04;2024-05-11;checked-in;3;Good hotel;2024-05-04
Radisson;Radisson City Inn;City Inn description;info311@hotel.com;Ukraine;Lviv;Shevchenka;67;Single;3;202;114;2024-06-25;2024-07-02;checked-in;5;Good hotel;2024-06-25
Radisson;Radisson Grand Hotel;Grand Hotel description;info312@hotel.com;Ukraine;Lviv;Shevchenka;14;Double;4;216;424;2024-03-28;2024-04-01;checked-out;2;Good hotel;2024-03-28
Hilton;Hilton Sea View;Sea View description;info313@hotel.com;Ukraine;Dnipro;Shevchenka;37;Double;2;72;415;2024-09-04;2024-09-09;checked-out;4;Good hotel;2024-09-04
Accor;Accor Mountain Resort;Mountain Resort description;info314@hotel.com;Ukraine;Kyiv;Shevchenka;9;Double;4;187;4;2024-10-10;2024-10-16;confirmed;3;Good hotel;2024-10-10
Radisson;Radisson Mountain Resort;Mountain Resort description;info315@hotel.com;Ukraine;Kyiv;Shevchenka;66;Single;4;286;432;2024-02-22;2024-02-28;checked-in;1;Good hotel;2024-02-22
Hilton;Hilton Mountain Resort;Mountain Resort description;info316@hotel.com;Ukraine;Dnipro;Shevchenka;9;Single;3;126;55;2024-06-23;2024-06-26;checked-in;4;Good hotel;2024-06-23
Hilton;Hilton Mountain Resort;Mountain Resort description;info317@hotel.com;Ukraine;Dnipro;Shevchenka;15;Suite;1;211;442;2024-03-28;2024-04-01;confirmed;1;Good hotel;2024-03-28
Hilton;Hilton Mountain Resort;Mountain Resort description;info318@hotel.com;Ukraine;Lviv;Shevchenka;91;Single;3;269;318;2024-10-19;2024-10-25;checked-out;4;Good hotel;2024-10-19
Hilton;Hilton Mountain Resort;Mountain Resort description;info319@hotel.com;Ukraine;Kyiv;Shevchenka;77;Suite;1;264;191;2024-11-25;2024-11-29;pending;1;Good hotel;2024-11-25
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info320@hotel.com;Ukraine;Dnipro;Shevchenka;31;Suite;3;163;263;2024-10-24;2024-10-27;confirmed;3;Good hotel;2024-10-24
Radisson;Radisson Sea View;Sea View description;info321@hotel.com;Ukraine;Dnipro;Shevchenka;92;Double;1;279;254;2024-04-07;2024-04-14;pending;5;Good hotel;2024-04-07
Marriott;Marriott City Inn;City Inn description;info322@hotel.com;Ukraine;Kyiv;Shevchenka;46;Suite;1;266;482;2024-05-04;2024-05-08;checked-out;2;Good hotel;2024-05-04
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info323@hotel.com;Ukraine;Odesa;Shevchenka;9;Double;2;186;221;2024-02-25;2024-03-02;checked-out;2;Good hotel;2024-02-25
Accor;Accor Grand Hotel;Grand Hotel description;info324@hotel.com;Ukraine;Dnipro;Shevchenka;19;Suite;4;127;489;2024-11-11;2024-11-16;checked-in;2;Good hotel;2024-11-11
Radisson;Radisson Grand Hotel;Grand Hotel description;info325@hotel.com;Ukraine;Lviv;Shevchenka;29;Double;3;68;329;2024-03-08;2024-03-12;pending;1;Good hotel;2024-03-08
Hilton;Hilton Grand Hotel;Grand Hotel description;info326@hotel.com;Ukraine;Kyiv;Shevchenka;66;Single;3;103;310;2024-09-08;2024-09-10;checked-out;4;Good hotel;2024-09-08
Accor;Accor City Inn;City Inn description;info327@hotel.com;Ukraine;Kyiv;Shevchenka;3;Suite;1;276;472;2024-08-28;2024-09-01;checked-out;5;Good hotel;2024-08-28
Accor;Accor Grand Hotel;Grand Hotel description;info328@hotel.com;Ukraine;Dnipro;Shevchenka;22;Single;1;103;158;2024-03-13;2024-03-17;checked-out;4;Good hotel;2024-03-13
Marriott;Marriott Mountain Resort;Mountain Resort description;info329@hotel.com;Ukraine;Dnipro;Shevchenka;24;Double;2;264;485;2024-03-06;2024-03-11;checked-out;4;Good hotel;2024-03-06
Radisson;Radisson City Inn;City Inn description;info330@hotel.com;Ukraine;Kyiv;Shevchenka;7;Single;3;131;67;2024-01-20;2024-01-27;confirmed;4;Good hotel;2024-01-20
Hilton;Hilton Grand Hotel;Grand Hotel description;info331@hotel.com;Ukraine;Dnipro;Shevchenka;55;Single;4;189;353;2024-05-02;2024-05-04;pending;5;Good hotel;2024-05-02
Radisson;Radisson Mountain Resort;Mountain Resort description;info332@hotel.com;Ukraine;Kyiv;Shevchenka;86;Single;4;221;426;2024-07-29;2024-07-31;confirmed;3;Good hotel;2024-07-29
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info333@hotel.com;Ukraine;Lviv;Shevchenka;9;Suite;3;207;16;2024-11-06;2024-11-09;checked-in;1;Good hotel;2024-11-06
Hilton;Hilton City Inn;City Inn description;info334@hotel.com;Ukraine;Dnipro;Shevchenka;11;Suite;2;167;2;2024-08-30;2024-09-06;pending;4;Good hotel;2024-08-30
Accor;Accor Mountain Resort;Mountain Resort description;info335@hotel.com;Ukraine;Lviv;Shevchenka;19;Suite;4;211;21;2024-07-26;2024-07-30;pending;3;Good hotel;2024-07-26
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info336@hotel.com;Ukraine;Kyiv;Shevchenka;21;Suite;1;191;367;2024-12-03;2024-12-10;confirmed;2;Good hotel;2024-12-03
Hyatt;Hyatt City Inn;City Inn description;info337@hotel.com;Ukraine;Odesa;Shevchenka;98;Double;2;216;452;2024-05-17;2024-05-24;confirmed;3;Good hotel;2024-05-17
Hilton;Hilton City Inn;City Inn description;info338@hotel.com;Ukraine;Dnipro;Shevchenka;52;Double;1;230;21;2024-06-06;2024-06-09;checked-out;4;Good hotel;2024-06-06
Hilton;Hilton City Inn;City Inn description;info339@hotel.com;Ukraine;Kyiv;Shevchenka;94;Single;1;198;213;2024-06-12;2024-06-18;checked-in;5;Good hotel;2024-06-12
Marriott;Marriott Grand Hotel;Grand Hotel description;info340@hotel.com;Ukraine;Dnipro;Shevchenka;37;Suite;2;204;272;2024-04-14;2024-04-18;pending;3;Good hotel;2024-04-14
Marriott;Marriott Mountain Resort;Mountain Resort description;info341@hotel.com;Ukraine;Kyiv;Shevchenka;5;Double;2;194;450;2024-02-09;2024-02-15;checked-out;1;Good hotel;2024-02-09
Hyatt;Hyatt Sea View;Sea View description;info342@hotel.com;Ukraine;Lviv;Shevchenka;21;Single;1;101;92;2024-09-04;2024-09-11;confirmed;5;Good hotel;2024-09-04
Radisson;Radisson Sea View;Sea View description;info343@hotel.com;Ukraine;Odesa;Shevchenka;79;Single;1;189;457;2024-08-26;2024-09-02;checked-in;2;Good hotel;2024-08-26
Marriott;Marriott City Inn;City Inn description;info344@hotel.com;Ukraine;Dnipro;Shevchenka;8;Suite;2;208;174;2024-06-23;2024-06-27;confirmed;2;Good hotel;2024-06-23
Marriott;Marriott Sea View;Sea View description;info345@hotel.com;Ukraine;Kyiv;Shevchenka;5;Suite;1;98;18;2024-10-23;2024-10-26;checked-out;5;Good hotel;2024-10-23
Radisson;Radisson Sea View;Sea View description;info346@hotel.com;Ukraine;Kyiv;Shevchenka;25;Double;1;288;451;2024-09-25;2024-09-27;confirmed;5;Good hotel;2024-09-25
Hilton;Hilton Mountain Resort;Mountain Resort description;info347@hotel.com;Ukraine;Kyiv;Shevchenka;60;Double;3;203;456;2024-02-13;2024-02-18;checked-in;5;Good hotel;2024-02-13
Hilton;Hilton Sea View;Sea View description;info348@hotel.com;Ukraine;Kyiv;Shevchenka;74;Single;2;196;61;2024-09-05;2024-09-10;confirmed;3;Good hotel;2024-09-05
Accor;Accor Mountain Resort;Mountain Resort description;info349@hotel.com;Ukraine;Lviv;Shevchenka;98;Single;1;261;291;2024-05-11;2024-05-12;checked-in;2;Good hotel;2024-05-11
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info350@hotel.com;Ukraine;Odesa;Shevchenka;26;Double;1;180;197;2024-05-02;2024-05-03;checked-in;1;Good hotel;2024-05-02
Hyatt;Hyatt Sea View;Sea View description;info351@hotel.com;Ukraine;Lviv;Shevchenka;49;Double;2;219;493;2024-04-18;2024-04-21;checked-out;3;Good hotel;2024-04-18
Marriott;Marriott Sea View;Sea View description;info352@hotel.com;Ukraine;Kyiv;Shevchenka;55;Single;2;113;82;2024-11-24;2024-11-27;checked-in;4;Good hotel;2024-11-24
Marriott;Marriott City Inn;City Inn description;info353@hotel.com;Ukraine;Kyiv;Shevchenka;10;Suite;4;290;54;2024-07-24;2024-07-25;checked-out;4;Good hotel;2024-07-24
Marriott;Marriott Sea View;Sea View description;info354@hotel.com;Ukraine;Kyiv;Shevchenka;74;Double;2;282;208;2024-12-17;2024-12-21;checked-in;1;Good hotel;2024-12-17
Radisson;Radisson City Inn;City Inn description;info355@hotel.com;Ukraine;Kyiv;Shevchenka;29;Double;2;234;228;2024-11-22;2024-11-29;checked-out;1;Good hotel;2024-11-22
Accor;Accor City Inn;City Inn description;info356@hotel.com;Ukraine;Odesa;Shevchenka;69;Single;3;95;7;2024-11-11;2024-11-18;checked-out;3;Good hotel;2024-11-11
Hilton;Hilton Grand Hotel;Grand Hotel description;info357@hotel.com;Ukraine;Odesa;Shevchenka;49;Double;2;66;373;2024-07-24;2024-07-25;checked-in;5;Good hotel;2024-07-24
Accor;Accor Grand Hotel;Grand Hotel description;info358@hotel.com;Ukraine;Odesa;Shevchenka;21;Double;4;69;469;2024-07-17;2024-07-18;checked-in;1;Good hotel;2024-07-17
Accor;Accor City Inn;City Inn description;info359@hotel.com;Ukraine;Lviv;Shevchenka;11;Double;3;283;75;2024-02-15;2024-02-22;checked-out;2;Good hotel;2024-02-15
Radisson;Radisson City Inn;City Inn description;info360@hotel.com;Ukraine;Odesa;Shevchenka;27;Suite;4;129;136;2024-10-20;2024-10-26;confirmed;3;Good hotel;2024-10-20
Hilton;Hilton Grand Hotel;Grand Hotel description;info361@hotel.com;Ukraine;Odesa;Shevchenka;95;Single;3;206;244;2024-12-03;2024-12-06;pending;1;Good hotel;2024-12-03
Marriott;Marriott Sea View;Sea View description;info362@hotel.com;Ukraine;Kyiv;Shevchenka;39;Double;4;171;372;2024-05-28;2024-06-01;confirmed;4;Good hotel;2024-05-28
Radisson;Radisson Grand Hotel;Grand Hotel description;info363@hotel.com;Ukraine;Kyiv;Shevchenka;28;Double;2;113;210;2024-01-28;2024-02-03;checked-in;1;Good hotel;2024-01-28
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info364@hotel.com;Ukraine;Kyiv;Shevchenka;85;Single;4;271;345;2024-09-21;2024-09-22;confirmed;4;Good hotel;2024-09-21
Hilton;Hilton Grand Hotel;Grand Hotel description;info365@hotel.com;Ukraine;Kyiv;Shevchenka;78;Single;4;159;321;2024-12-21;2024-12-25;checked-in;2;Good hotel;2024-12-21
Radisson;Radisson Mountain Resort;Mountain Resort description;info366@hotel.com;Ukraine;Lviv;Shevchenka;21;Suite;2;297;168;2024-05-16;2024-05-20;checked-in;5;Good hotel;2024-05-16
Accor;Accor Mountain Resort;Mountain Resort description;info367@hotel.com;Ukraine;Dnipro;Shevchenka;24;Double;4;185;427;2024-09-20;2024-09-22;checked-out;1;Good hotel;2024-09-20
Marriott;Marriott City Inn;City Inn description;info368@hotel.com;Ukraine;Dnipro;Shevchenka;1;Single;1;231;30;2024-03-20;2024-03-21;checked-in;1;Good hotel;2024-03-20
Marriott;Marriott Sea View;Sea View description;info369@hotel.com;Ukraine;Dnipro;Shevchenka;51;Single;3;286;266;2024-01-26;2024-01-27;confirmed;3;Good hotel;2024-01-26
Accor;Accor Sea View;Sea View description;info370@hotel.com;Ukraine;Lviv;Shevchenka;95;Suite;1;294;455;2024-10-16;2024-10-23;pending;4;Good hotel;2024-10-16
Hyatt;Hyatt Sea View;Sea View description;info371@hotel.com;Ukraine;Odesa;Shevchenka;23;Single;2;280;106;2024-07-09;2024-07-16;confirmed;2;Good hotel;2024-07-09
Marriott;Marriott Grand Hotel;Grand Hotel description;info372@hotel.com;Ukraine;Lviv;Shevchenka;51;Suite;1;70;53;2024-08-02;2024-08-07;confirmed;3;Good hotel;2024-08-02
Radisson;Radisson Mountain Resort;Mountain Resort description;info373@hotel.com;Ukraine;Kyiv;Shevchenka;70;Single;2;284;240;2024-03-31;2024-04-07;pending;1;Good hotel;2024-03-31
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info374@hotel.com;Ukraine;Kyiv;Shevchenka;76;Double;4;151;183;2024-12-08;2024-12-12;checked-in;2;Good hotel;2024-12-08
Accor;Accor Mountain Resort;Mountain Resort description;info375@hotel.com;Ukraine;Odesa;Shevchenka;36;Suite;3;268;321;2024-01-05;2024-01-08;confirmed;3;Good hotel;2024-01-05
Marriott;Marriott Grand Hotel;Grand Hotel description;info376@hotel.com;Ukraine;Lviv;Shevchenka;24;Single;1;188;363;2024-07-09;2024-07-11;checked-out;3;Good hotel;2024-07-09
Accor;Accor City Inn;City Inn description;info377@hotel.com;Ukraine;Dnipro;Shevchenka;42;Double;2;177;220;2024-02-11;2024-02-12;checked-out;1;Good hotel;2024-02-11
Accor;Accor Mountain Resort;Mountain Resort description;info378@hotel.com;Ukraine;Dnipro;Shevchenka;85;Single;2;138;382;2024-07-30;2024-08-04;confirmed;3;Good hotel;2024-07-30
Hyatt;Hyatt City Inn;City Inn description;info379@hotel.com;Ukraine;Dnipro;Shevchenka;32;Suite;3;271;91;2024-12-18;2024-12-24;checked-in;5;Good hotel;2024-12-18
Hilton;Hilton Sea View;Sea View description;info380@hotel.com;Ukraine;Kyiv;Shevchenka;59;Double;2;114;195;2024-11-18;2024-11-20;confirmed;3;Good hotel;2024-11-18
Hyatt;Hyatt Sea View;Sea View description;info381@hotel.com;Ukraine;Odesa;Shevchenka;61;Suite;2;224;35;2024-09-17;2024-09-19;confirmed;2;Good hotel;2024-09-17
Accor;Accor Mountain Resort;Mountain Resort description;info382@hotel.com;Ukraine;Lviv;Shevchenka;23;Single;1;171;132;2024-01-28;2024-01-30;checked-out;4;Good hotel;2024-01-28
Accor;Accor Mountain Resort;Mountain Resort description;info383@hotel.com;Ukraine;Dnipro;Shevchenka;51;Single;4;146;95;2024-06-06;2024-06-12;pending;3;Good hotel;2024-06-06
Accor;Accor Mountain Resort;Mountain Resort description;info384@hotel.com;Ukraine;Kyiv;Shevchenka;31;Single;4;91;442;2024-04-26;2024-04-28;confirmed;1;Good hotel;2024-04-26
Accor;Accor Mountain Resort;Mountain Resort description;info385@hotel.com;Ukraine;Dnipro;Shevchenka;88;Single;4;140;457;2024-04-26;2024-04-27;checked-out;2;Good hotel;2024-04-26
Marriott;Marriott Sea View;Sea View description;info386@hotel.com;Ukraine;Odesa;Shevchenka;99;Double;1;92;468;2024-03-02;2024-03-09;checked-in;5;Good hotel;2024-03-02
Marriott;Marriott City Inn;City Inn description;info387@hotel.com;Ukraine;Lviv;Shevchenka;81;Suite;4;242;235;2024-02-05;2024-02-12;checked-in;3;Good hotel;2024-02-05
Radisson;Radisson Sea View;Sea View description;info388@hotel.com;Ukraine;Odesa;Shevchenka;76;Double;2;195;9;2024-12-08;2024-12-14;pending;2;Good hotel;2024-12-08
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info389@hotel.com;Ukraine;Kyiv;Shevchenka;10;Single;3;94;251;2024-09-01;2024-09-06;checked-in;2;Good hotel;2024-09-01
Hilton;Hilton Sea View;Sea View description;info390@hotel.com;Ukraine;Kyiv;Shevchenka;20;Single;1;102;392;2024-01-05;2024-01-08;checked-out;1;Good hotel;2024-01-05
Hilton;Hilton Sea View;Sea View description;info391@hotel.com;Ukraine;Kyiv;Shevchenka;80;Double;3;100;28;2024-06-03;2024-06-10;pending;3;Good hotel;2024-06-03
Hilton;Hilton Grand Hotel;Grand Hotel description;info392@hotel.com;Ukraine;Odesa;Shevchenka;83;Single;3;94;325;2024-10-13;2024-10-14;confirmed;4;Good hotel;2024-10-13
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info393@hotel.com;Ukraine;Kyiv;Shevchenka;31;Double;2;151;23;2024-06-04;2024-06-07;pending;2;Good hotel;2024-06-04
Hilton;Hilton Grand Hotel;Grand Hotel description;info394@hotel.com;Ukraine;Dnipro;Shevchenka;4;Double;2;195;394;2024-12-12;2024-12-18;checked-out;2;Good hotel;2024-12-12
Marriott;Marriott City Inn;City Inn description;info395@hotel.com;Ukraine;Lviv;Shevchenka;57;Suite;1;54;479;2024-05-18;2024-05-20;checked-in;5;Good hotel;2024-05-18
Radisson;Radisson City Inn;City Inn description;info396@hotel.com;Ukraine;Kyiv;Shevchenka;96;Suite;2;300;268;2024-11-27;2024-12-01;confirmed;4;Good hotel;2024-11-27
Accor;Accor Mountain Resort;Mountain Resort description;info397@hotel.com;Ukraine;Lviv;Shevchenka;14;Double;2;116;132;2024-01-15;2024-01-16;confirmed;2;Good hotel;2024-01-15
Marriott;Marriott Mountain Resort;Mountain Resort description;info398@hotel.com;Ukraine;Lviv;Shevchenka;88;Double;2;267;21;2024-12-15;2024-12-17;pending;2;Good hotel;2024-12-15
Hilton;Hilton City Inn;City Inn description;info399@hotel.com;Ukraine;Odesa;Shevchenka;60;Suite;1;174;352;2024-06-24;2024-06-27;checked-in;3;Good hotel;2024-06-24
Marriott;Marriott City Inn;City Inn description;info400@hotel.com;Ukraine;Dnipro;Shevchenka;12;Single;4;67;259;2024-12-15;2024-12-21;confirmed;4;Good hotel;2024-12-15
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info401@hotel.com;Ukraine;Lviv;Shevchenka;2;Single;2;120;475;2024-04-08;2024-04-12;checked-in;2;Good hotel;2024-04-08
Hyatt;Hyatt Sea View;Sea View description;info402@hotel.com;Ukraine;Dnipro;Shevchenka;53;Double;3;115;145;2024-03-18;2024-03-25;checked-out;5;Good hotel;2024-03-18
Accor;Accor Mountain Resort;Mountain Resort description;info403@hotel.com;Ukraine;Odesa;Shevchenka;36;Single;3;242;196;2024-10-21;2024-10-25;confirmed;3;Good hotel;2024-10-21
Marriott;Marriott City Inn;City Inn description;info404@hotel.com;Ukraine;Lviv;Shevchenka;33;Single;3;166;224;2024-03-09;2024-03-16;confirmed;4;Good hotel;2024-03-09
Accor;Accor Sea View;Sea View description;info405@hotel.com;Ukraine;Kyiv;Shevchenka;65;Suite;4;186;17;2024-10-07;2024-10-08;checked-in;1;Good hotel;2024-10-07
Radisson;Radisson Mountain Resort;Mountain Resort description;info406@hotel.com;Ukraine;Odesa;Shevchenka;7;Double;3;76;410;2024-04-07;2024-04-13;confirmed;4;Good hotel;2024-04-07
Marriott;Marriott City Inn;City Inn description;info407@hotel.com;Ukraine;Dnipro;Shevchenka;75;Single;1;229;213;2024-04-30;2024-05-02;confirmed;2;Good hotel;2024-04-30
Marriott;Marriott City Inn;City Inn description;info408@hotel.com;Ukraine;Kyiv;Shevchenka;97;Double;3;93;84;2024-10-15;2024-10-22;confirmed;5;Good hotel;2024-10-15
Marriott;Marriott City Inn;City Inn description;info409@hotel.com;Ukraine;Odesa;Shevchenka;4;Single;3;212;289;2024-05-01;2024-05-03;pending;3;Good hotel;2024-05-01
Accor;Accor City Inn;City Inn description;info410@hotel.com;Ukraine;Dnipro;Shevchenka;52;Double;3;156;340;2024-03-16;2024-03-22;checked-in;3;Good hotel;2024-03-16
Accor;Accor Mountain Resort;Mountain Resort description;info411@hotel.com;Ukraine;Dnipro;Shevchenka;31;Suite;3;60;381;2024-12-23;2024-12-29;checked-in;2;Good hotel;2024-12-23
Radisson;Radisson Mountain Resort;Mountain Resort description;info412@hotel.com;Ukraine;Lviv;Shevchenka;84;Double;3;250;426;2024-08-19;2024-08-23;checked-in;4;Good hotel;2024-08-19
Hilton;Hilton City Inn;City Inn description;info413@hotel.com;Ukraine;Lviv;Shevchenka;52;Suite;2;218;179;2024-09-24;2024-09-28;confirmed;5;Good hotel;2024-09-24
Hyatt;Hyatt City Inn;City Inn description;info414@hotel.com;Ukraine;Lviv;Shevchenka;20;Suite;1;223;51;2024-03-04;2024-03-05;checked-out;3;Good hotel;2024-03-04
Accor;Accor Sea View;Sea View description;info415@hotel.com;Ukraine;Lviv;Shevchenka;45;Suite;1;64;239;2024-03-23;2024-03-29;checked-in;2;Good hotel;2024-03-23
Marriott;Marriott Grand Hotel;Grand Hotel description;info416@hotel.com;Ukraine;Odesa;Shevchenka;24;Double;3;276;50;2024-02-29;2024-03-03;checked-out;5;Good hotel;2024-02-29
Marriott;Marriott City Inn;City Inn description;info417@hotel.com;Ukraine;Dnipro;Shevchenka;74;Suite;3;123;281;2024-01-10;2024-01-14;pending;4;Good hotel;2024-01-10
Accor;Accor Sea View;Sea View description;info418@hotel.com;Ukraine;Odesa;Shevchenka;55;Single;3;275;155;2024-01-28;2024-01-29;confirmed;5;Good hotel;2024-01-28
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info419@hotel.com;Ukraine;Kyiv;Shevchenka;13;Single;3;72;137;2024-01-05;2024-01-07;confirmed;3;Good hotel;2024-01-05
Marriott;Marriott Mountain Resort;Mountain Resort description;info420@hotel.com;Ukraine;Odesa;Shevchenka;28;Single;3;277;70;2024-06-05;2024-06-08;pending;1;Good hotel;2024-06-05
Hilton;Hilton City Inn;City Inn description;info421@hotel.com;Ukraine;Odesa;Shevchenka;55;Single;1;135;343;2024-04-04;2024-04-11;confirmed;1;Good hotel;2024-04-04
Marriott;Marriott Grand Hotel;Grand Hotel description;info422@hotel.com;Ukraine;Odesa;Shevchenka;3;Single;2;275;458;2024-03-14;2024-03-15;pending;4;Good hotel;2024-03-14
Accor;Accor Sea View;Sea View description;info423@hotel.com;Ukraine;Dnipro;Shevchenka;26;Suite;2;260;10;2024-12-05;2024-12-11;checked-out;4;Good hotel;2024-12-05
Radisson;Radisson City Inn;City Inn description;info424@hotel.com;Ukraine;Lviv;Shevchenka;14;Single;3;235;432;2024-10-06;2024-10-08;pending;1;Good hotel;2024-10-06
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info425@hotel.com;Ukraine;Kyiv;Shevchenka;60;Single;3;149;403;2024-01-01;2024-01-08;checked-in;4;Good hotel;2024-01-01
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info426@hotel.com;Ukraine;Kyiv;Shevchenka;9;Double;2;240;422;2024-07-03;2024-07-07;confirmed;4;Good hotel;2024-07-03
Marriott;Marriott Sea View;Sea View description;info427@hotel.com;Ukraine;Kyiv;Shevchenka;70;Double;2;90;143;2024-05-03;2024-05-07;confirmed;5;Good hotel;2024-05-03
Hilton;Hilton Grand Hotel;Grand Hotel description;info428@hotel.com;Ukraine;Lviv;Shevchenka;89;Single;1;67;38;2024-08-27;2024-08-31;checked-out;3;Good hotel;2024-08-27
Marriott;Marriott Grand Hotel;Grand Hotel description;info429@hotel.com;Ukraine;Lviv;Shevchenka;74;Suite;2;241;354;2024-02-18;2024-02-23;pending;4;Good hotel;2024-02-18
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info430@hotel.com;Ukraine;Lviv;Shevchenka;52;Suite;2;169;292;2024-01-13;2024-01-19;checked-out;1;Good hotel;2024-01-13
Marriott;Marriott Sea View;Sea View description;info431@hotel.com;Ukraine;Dnipro;Shevchenka;78;Suite;3;91;260;2024-12-22;2024-12-26;checked-out;2;Good hotel;2024-12-22
Hilton;Hilton City Inn;City Inn description;info432@hotel.com;Ukraine;Dnipro;Shevchenka;23;Suite;4;89;6;2024-03-24;2024-03-29;checked-in;5;Good hotel;2024-03-24
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info433@hotel.com;Ukraine;Lviv;Shevchenka;2;Suite;2;264;18;2024-06-02;2024-06-09;pending;4;Good hotel;2024-06-02
Accor;Accor City Inn;City Inn description;info434@hotel.com;Ukraine;Lviv;Shevchenka;25;Suite;3;117;311;2024-10-11;2024-10-16;checked-in;3;Good hotel;2024-10-11
