id;chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
285;Accor;Accor City Inn;City Inn description;info285@hotel.com;Ukraine;Odesa;Shevchenka;66;Double;4;106;312;2024-05-21;2024-05-27;pending;1;Good hotel;2024-05-21
286;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info286@hotel.com;Ukraine;Odesa;Shevchenka;23;Double;1;280;476;2024-06-06;2024-06-11;checked-out;3;Good hotel;2024-06-06
287;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info287@hotel.com;Ukraine;Dnipro;Shevchenka;40;Single;4;138;261;2024-11-19;2024-11-25;checked-in;1;Good hotel;2024-11-19
288;Radisson;Radisson Sea View;Sea View description;info288@hotel.com;Ukraine;Lviv;Shevchenka;29;Double;3;259;277;2024-06-21;2024-06-28;checked-out;4;Good hotel;2024-06-21
289;Radisson;Radisson Mountain Resort;Mountain Resort description;info289@hotel.com;Ukraine;Lviv;Shevchenka;14;Double;3;93;128;2024-05-09;2024-05-16;checked-out;4;Good hotel;2024-05-09
290;Hyatt;Hyatt Sea View;Sea View description;info290@hotel.com;Ukraine;Lviv;Shevchenka;78;Single;3;246;419;2024-08-14;2024-08-16;confirmed;4;Good hotel;2024-08-14
291;Hyatt;Hyatt City Inn;City Inn description;info291@hotel.com;Ukraine;Lviv;Shevchenka;23;Single;4;160;333;2024-12-22;2024-12-29;pending;3;Good hotel;2024-12-22
292;Marriott;Marriott Mountain Resort;Mountain Resort description;info292@hotel.com;Ukraine;Dnipro;Shevchenka;79;Single;3;165;265;2024-01-21;2024-01-23;pending;1;Good hotel;2024-01-21
293;Marriott;Marriott Mountain Resort;Mountain Resort description;info293@hotel.com;Ukraine;Kyiv;Shevchenka;80;Suite;2;57;222;2024-12-20;2024-12-25;confirmed;2;Good hotel;2024-12-20
294;Marriott;Marriott City Inn;City Inn description;info294@hotel.com;Ukraine;Dnipro;Shevchenka;91;Double;2;203;494;2024-09-08;2024-09-14;pending;3;Good hotel;2024-09-08
295;Marriott;Marriott Sea View;Sea View description;info295@hotel.com;Ukraine;Kyiv;Shevchenka;6;Suite;4;229;82;2024-02-14;2024-02-16;confirmed;3;Good hotel;2024-02-14
296;Hilton;Hilton Mountain Resort;Mountain Resort description;info296@hotel.com;Ukraine;Lviv;Shevchenka;50;Single;3;114;121;2024-03-30;2024-04-01;checked-in;4;Good hotel;2024-03-30
297;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info297@hotel.com;Ukraine;Dnipro;Shevchenka;56;Single;3;208;29;2024-02-16;2024-02-18;checked-out;3;Good hotel;2024-02-16
298;Marriott;Marriott Grand Hotel;Grand Hotel description;info298@hotel.com;Ukraine;Odesa;Shevchenka;37;Double;4;253;393;2024-02-06;2024-02-12;checked-out;4;Good hotel;2024-02-06
299;Accor;Accor Mountain Resort;Mountain Resort description;info299@hotel.com;Ukraine;Lviv;Shevchenka;99;Single;4;205;170;2024-02-20;2024-02-22;confirmed;1;Good hotel;2024-02-20
300;Marriott;Marriott Sea View;Sea View description;info300@hotel.com;Ukraine;Dnipro;Shevchenka;98;Suite;1;96;428;2024-10-20;2024-10-27;pending;1;Good hotel;2024-10-20
301;Marriott;Marriott Sea View;Sea View description;info301@hotel.com;Ukraine;Lviv;Shevchenka;43;Suite;1;102;374;2024-03-12;2024-03-15;checked-out;3;Good hotel;2024-03-12
302;Radisson;Radisson Mountain Resort;Mountain Resort description;info302@hotel.com;Ukraine;Dnipro;Shevchenka;94;Suite;1;205;3;2024-04-03;2024-04-09;pending;1;Good hotel;2024-04-03
303;Radisson;Radisson Grand Hotel;Grand Hotel description;info303@hotel.com;Ukraine;Dnipro;Shevchenka;93;Suite;4;282;229;2024-10-12;2024-10-15;pending;2;Good hotel;2024-10-12
304;Radisson;Radisson Sea View;Sea View description;info304@hotel.com;Ukraine;Kyiv;Shevchenka;81;Double;4;258;286;2024-02-12;2024-02-15;checked-out;3;Good hotel;2024-02-12
305;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info305@hotel.com;Ukraine;Lviv;Shevchenka;33;Double;1;229;404;2024-10-28;2024-10-29;checked-out;5;Good hotel;2024-10-28
306;Marriott;Marriott Sea View;Sea View description;info306@hotel.com;Ukraine;Odesa;Shevchenka;8;Single;4;123;14;2024-11-29;2024-11-30;checked-out;2;Good hotel;2024-11-29
307;Hilton;Hilton Grand Hotel;Grand Hotel description;info307@hotel.com;Ukraine;Odesa;Shevchenka;67;Single;2;214;396;2024-07-31;2024-08-05;checked-out;5;Good hotel;2024-07-31
308;Accor;Accor Sea View;Sea View description;info308@hotel.com;Ukraine;Kyiv;Shevchenka;2;Suite;2;118;449;2024-06-12;2024-06-15;pending;1;Good hotel;2024-06-12
309;Hilton;Hilton Grand Hotel;Grand Hotel description;info309@hotel.com;Ukraine;Dnipro;Shevchenka;40;Double;4;142;244;2024-01-27;2024-02-01;pending;4;Good hotel;2024-01-27
310;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info310@hotel.com;Ukraine;Odesa;Shevchenka;54;Suite;4;204;279;2024-12-20;2024-12-23;pending;3;Good hotel;2024-12-20
311;Hilton;Hilton Sea View;Sea View description;info311@hotel.com;Ukraine;Dnipro;Shevchenka;26;Suite;4;81;422;2024-12-11;2024-12-14;checked-in;3;Good hotel;2024-12-11
312;Accor;Accor Grand Hotel;Grand Hotel description;info312@hotel.com;Ukraine;Odesa;Shevchenka;74;Double;4;66;126;2024-01-09;2024-01-10;confirmed;3;Good hotel;2024-01-09
313;Hilton;Hilton Sea View;Sea View description;info313@hotel.com;Ukraine;Odesa;Shevchenka;69;Double;4;79;244;2024-07-31;2024-08-05;checked-in;5;Good hotel;2024-07-31
314;Marriott;Marriott Sea View;Sea View description;info314@hotel.com;Ukraine;Kyiv;Shevchenka;87;Suite;4;112;338;2024-02-12;2024-02-18;pending;5;Good hotel;2024-02-12
315;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info315@hotel.com;Ukraine;Lviv;Shevchenka;37;Single;3;168;203;2024-05-04;2024-05-07;checked-out;2;Good hotel;2024-05-04
316;Radisson;Radisson Mountain Resort;Mountain Resort description;info316@hotel.com;Ukraine;Kyiv;Shevchenka;68;Single;1;103;244;2024-10-09;2024-10-16;checked-out;3;Good hotel;2024-10-09
317;Radisson;Radisson Grand Hotel;Grand Hotel description;info317@hotel.com;Ukraine;Kyiv;Shevchenka;26;Double;1;298;277;2024-01-11;2024-01-12;checked-in;2;Good hotel;2024-01-11
318;Accor;Accor City Inn;City Inn description;info318@hotel.com;Ukraine;Dnipro;Shevchenka;54;Single;3;189;200;2024-03-27;2024-03-31;confirmed;1;Good hotel;2024-03-27
319;Accor;Accor Sea View;Sea View description;info319@hotel.com;Ukraine;Lviv;Shevchenka;63;Single;1;117;336;2024-03-13;2024-03-19;checked-in;1;Good hotel;2024-03-13
320;Radisson;Radisson City Inn;City Inn description;info320@hotel.com;Ukraine;Odesa;Shevchenka;15;Double;3;81;104;2024-06-20;2024-06-22;pending;1;Good hotel;2024-06-20
321;Marriott;Marriott Grand Hotel;Grand Hotel description;info321@hotel.com;Ukraine;Dnipro;Shevchenka;49;Suite;2;149;101;2024-05-07;2024-05-14;pending;1;Good hotel;2024-05-07
322;Marriott;Marriott Grand Hotel;Grand Hotel description;info322@hotel.com;Ukraine;Odesa;Shevchenka;25;Single;4;93;23;2024-04-23;2024-04-26;checked-in;4;Good hotel;2024-04-23
323;Radisson;Radisson Grand Hotel;Grand Hotel description;info323@hotel.com;Ukraine;Lviv;Shevchenka;29;Single;1;254;254;2024-08-09;2024-08-14;checked-out;4;Good hotel;2024-08-09
324;Accor;Accor City Inn;City Inn description;info324@hotel.com;Ukraine;Dnipro;Shevchenka;31;Double;4;280;326;2024-09-26;2024-10-03;checked-out;1;Good hotel;2024-09-26
325;Hilton;Hilton Mountain Resort;Mountain Resort description;info325@hotel.com;Ukraine;Lviv;Shevchenka;32;Double;1;56;66;2024-05-18;2024-05-19;checked-in;3;Good hotel;2024-05-18
326;Radisson;Radisson Mountain Resort;Mountain Resort description;info326@hotel.com;Ukraine;Dnipro;Shevchenka;32;Double;2;57;126;2024-05-09;2024-05-13;confirmed;4;Good hotel;2024-05-09
327;Hilton;Hilton City Inn;City Inn description;info327@hotel.com;Ukraine;Kyiv;Shevchenka;38;Double;3;155;189;2024-03-01;2024-03-07;checked-in;5;Good hotel;2024-03-01
328;Hilton;Hilton Sea View;Sea View description;info328@hotel.com;Ukraine;Lviv;Shevchenka;94;Suite;4;162;65;2024-04-21;2024-04-28;checked-in;1;Good hotel;2024-04-21
329;Marriott;Marriott Grand Hotel;Grand Hotel description;info329@hotel.com;Ukraine;Kyiv;Shevchenka;23;Double;1;114;270;2024-09-02;2024-09-04;pending;3;Good hotel;2024-09-02
330;Radisson;Radisson Grand Hotel;Grand Hotel description;info330@hotel.com;Ukraine;Dnipro;Shevchenka;66;Single;2;262;232;2024-07-14;2024-07-17;checked-in;1;Good hotel;2024-07-14
331;Hilton;Hilton Sea View;Sea View description;info331@hotel.com;Ukraine;Kyiv;Shevchenka;86;Single;2;262;162;2024-10-03;2024-10-05;checked-out;2;Good hotel;2024-10-03
332;Accor;Accor City Inn;City Inn description;info332@hotel.com;Ukraine;Odesa;Shevchenka;59;Suite;3;256;226;2024-03-09;2024-03-15;pending;2;Good hotel;2024-03-09
333;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info333@hotel.com;Ukraine;Lviv;Shevchenka;45;Double;3;173;311;2024-01-28;2024-01-29;confirmed;1;Good hotel;2024-01-28
334;Marriott;Marriott Sea View;Sea View description;info334@hotel.com;Ukraine;Odesa;Shevchenka;58;Suite;2;88;381;2024-06-12;2024-06-15;checked-out;2;Good hotel;2024-06-12
335;Radisson;Radisson Sea View;Sea View description;info335@hotel.com;Ukraine;Lviv;Shevchenka;73;Double;1;69;389;2024-07-23;2024-07-27;pending;1;Good hotel;2024-07-23
336;Radisson;Radisson Mountain Resort;Mountain Resort description;info336@hotel.com;Ukraine;Odesa;Shevchenka;50;Double;2;54;128;2024-04-19;2024-04-22;checked-out;5;Good hotel;2024-04-19
337;Hyatt;Hyatt Sea View;Sea View description;info337@hotel.com;Ukraine;Lviv;Shevchenka;12;Single;4;143;352;2024-06-14;2024-06-18;pending;5;Good hotel;2024-06-14
338;Accor;Accor Sea View;Sea View description;info338@hotel.com;Ukraine;Kyiv;Shevchenka;37;Suite;2;214;293;2024-08-30;2024-08-31;checked-in;1;Good hotel;2024-08-30
339;Hyatt;Hyatt Sea View;Sea View description;info339@hotel.com;Ukraine;Dnipro;Shevchenka;74;Single;3;233;166;2024-09-27;2024-10-04;confirmed;4;Good hotel;2024-09-27
340;Hilton;Hilton Grand Hotel;Grand Hotel description;info340@hotel.com;Ukraine;Lviv;Shevchenka;73;Suite;1;200;309;2024-05-29;2024-06-01;checked-out;2;Good hotel;2024-05-29
341;Hilton;Hilton Sea View;Sea View description;info341@hotel.com;Ukraine;Kyiv;Shevchenka;89;Double;2;234;280;2024-10-18;2024-10-22;checked-in;1;Good hotel;2024-10-18
342;Accor;Accor Mountain Resort;Mountain Resort description;info342@hotel.com;Ukraine;Kyiv;Shevchenka;14;Double;2;195;269;2024-07-27;2024-08-02;checked-out;5;Good hotel;2024-07-27
343;Hyatt;Hyatt City Inn;City Inn description;info343@hotel.com;Ukraine;Lviv;Shevchenka;68;Double;1;160;204;2024-08-22;2024-08-29;checked-in;1;Good hotel;2024-08-22
344;Radisson;Radisson Mountain Resort;Mountain Resort description;info344@hotel.com;Ukraine;Odesa;Shevchenka;37;Double;2;61;273;2024-09-21;2024-09-26;pending;1;Good hotel;2024-09-21
345;Hilton;Hilton Grand Hotel;Grand Hotel description;info345@hotel.com;Ukraine;Odesa;Shevchenka;62;Double;4;136;248;2024-07-18;2024-07-25;checked-out;5;Good hotel;2024-07-18
346;Marriott;Marriott Mountain Resort;Mountain Resort description;info346@hotel.com;Ukraine;Dnipro;Shevchenka;18;Suite;2;127;366;2024-01-29;2024-01-31;checked-out;2;Good hotel;2024-01-29
347;Hyatt;Hyatt City Inn;City Inn description;info347@hotel.com;Ukraine;Lviv;Shevchenka;79;Single;1;208;118;2024-12-19;2024-12-21;confirmed;4;Good hotel;2024-12-19
348;Hilton;Hilton City Inn;City Inn description;info348@hotel.com;Ukraine;Kyiv;Shevchenka;46;Suite;2;193;83;2024-11-06;2024-11-11;pending;4;Good hotel;2024-11-06
349;Marriott;Marriott Mountain Resort;Mountain Resort description;info349@hotel.com;Ukraine;Lviv;Shevchenka;94;Double;2;106;85;2024-11-08;2024-11-12;confirmed;2;Good hotel;2024-11-08
350;Accor;Accor Mountain Resort;Mountain Resort description;info350@hotel.com;Ukraine;Lviv;Shevchenka;15;Single;1;170;469;2024-04-12;2024-04-18;checked-out;4;Good hotel;2024-04-12
351;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info351@hotel.com;Ukraine;Kyiv;Shevchenka;25;Double;3;273;395;2024-07-22;2024-07-23;pending;5;Good hotel;2024-07-22
352;Hyatt;Hyatt Sea View;Sea View description;info352@hotel.com;Ukraine;Odesa;Shevchenka;47;Suite;4;68;335;2024-08-27;2024-09-01;checked-out;2;Good hotel;2024-08-27
353;Hyatt;Hyatt Sea View;Sea View description;info353@hotel.com;Ukraine;Kyiv;Shevchenka;30;Single;4;175;218;2024-10-08;2024-10-14;pending;2;Good hotel;2024-10-08
354;Hyatt;Hyatt City Inn;City Inn description;info354@hotel.com;Ukraine;Dnipro;Shevchenka;95;Single;1;233;7;2024-11-17;2024-11-23;checked-out;5;Good hotel;2024-11-17
355;Radisson;Radisson Mountain Resort;Mountain Resort description;info355@hotel.com;Ukraine;Lviv;Shevchenka;24;Double;1;234;434;2024-08-06;2024-08-09;checked-out;2;Good hotel;2024-08-06
356;Marriott;Marriott City Inn;City Inn description;info356@hotel.com;Ukraine;Kyiv;Shevchenka;9;Double;1;158;155;2024-12-21;2024-12-28;checked-in;2;Good hotel;2024-12-21
357;Marriott;Marriott City Inn;City Inn description;info357@hotel.com;Ukraine;Kyiv;Shevchenka;57;Double;2;206;73;2024-09-05;2024-09-11;pending;4;Good hotel;2024-09-05
358;Hilton;Hilton Grand Hotel;Grand Hotel description;info358@hotel.com;Ukraine;Lviv;Shevchenka;63;Suite;3;99;480;2024-12-31;2025-01-04;checked-in;5;Good hotel;2024-12-31
359;Accor;Accor Grand Hotel;Grand Hotel description;info359@hotel.com;Ukraine;Dnipro;Shevchenka;51;Double;1;159;33;2024-06-17;2024-06-21;confirmed;2;Good hotel;2024-06-17
360;Radisson;Radisson Mountain Resort;Mountain Resort description;info360@hotel.com;Ukraine;Lviv;Shevchenka;22;Double;2;130;235;2024-01-09;2024-01-15;checked-in;2;Good hotel;2024-01-09
361;Accor;Accor City Inn;City Inn description;info361@hotel.com;Ukraine;Dnipro;Shevchenka;48;Double;3;98;479;2024-10-01;2024-10-06;checked-out;4;Good hotel;2024-10-01
362;Hilton;Hilton Mountain Resort;Mountain Resort description;info362@hotel.com;Ukraine;Dnipro;Shevchenka;49;Suite;1;158;449;2024-11-10;2024-11-15;confirmed;4;Good hotel;2024-11-10
363;Hyatt;Hyatt Sea View;Sea View description;info363@hotel.com;Ukraine;Lviv;Shevchenka;28;Single;2;76;417;2024-04-26;2024-04-29;checked-in;3;Good hotel;2024-04-26
364;Marriott;Marriott City Inn;City Inn description;info364@hotel.com;Ukraine;Odesa;Shevchenka;33;Suite;3;238;263;2024-07-15;2024-07-18;checked-in;2;Good hotel;2024-07-15
365;Marriott;Marriott Sea View;Sea View description;info365@hotel.com;Ukraine;Kyiv;Shevchenka;11;Single;4;157;184;2024-05-27;2024-06-03;checked-out;4;Good hotel;2024-05-27
366;Marriott;Marriott Sea View;Sea View description;info366@hotel.com;Ukraine;Odesa;Shevchenka;52;Double;3;207;145;2024-09-13;2024-09-17;pending;5;Good hotel;2024-09-13
367;Marriott;Marriott Sea View;Sea View description;info367@hotel.com;Ukraine;Lviv;Shevchenka;78;Single;1;147;380;2024-07-31;2024-08-01;confirmed;5;Good hotel;2024-07-31
368;Marriott;Marriott Grand Hotel;Grand Hotel description;info368@hotel.com;Ukraine;Lviv;Shevchenka;67;Single;3;135;307;2024-07-23;2024-07-28;confirmed;3;Good hotel;2024-07-23
369;Accor;Accor Sea View;Sea View description;info369@hotel.com;Ukraine;Kyiv;Shevchenka;52;Suite;3;56;132;2024-12-24;2024-12-28;pending;1;Good hotel;2024-12-24
370;Hilton;Hilton City Inn;City Inn description;info370@hotel.com;Ukraine;Odesa;Shevchenka;7;Double;2;298;195;2024-12-02;2024-12-07;pending;2;Good hotel;2024-12-02
371;Marriott;Marriott Mountain Resort;Mountain Resort description;info371@hotel.com;Ukraine;Dnipro;Shevchenka;98;Double;4;70;292;2024-04-03;2024-04-06;checked-in;1;Good hotel;2024-04-03
372;Hilton;Hilton Grand Hotel;Grand Hotel description;info372@hotel.com;Ukraine;Lviv;Shevchenka;23;Double;3;274;163;2024-07-05;2024-07-10;confirmed;3;Good hotel;2024-07-05
373;Radisson;Radisson Mountain Resort;Mountain Resort description;info373@hotel.com;Ukraine;Kyiv;Shevchenka;8;Suite;4;257;310;2024-04-10;2024-04-16;confirmed;1;Good hotel;2024-04-10
374;Marriott;Marriott Sea View;Sea View description;info374@hotel.com;Ukraine;Odesa;Shevchenka;93;Single;2;98;252;2024-01-31;2024-02-07;checked-out;3;Good hotel;2024-01-31
375;Radisson;Radisson Grand Hotel;Grand Hotel description;info375@hotel.com;Ukraine;Odesa;Shevchenka;88;Double;1;129;183;2024-05-10;2024-05-14;pending;5;Good hotel;2024-05-10
376;Radisson;Radisson Sea View;Sea View description;info376@hotel.com;Ukraine;Kyiv;Shevchenka;76;Double;4;237;60;2024-03-08;2024-03-12;pending;4;Good hotel;2024-03-08
377;Accor;Accor Sea View;Sea View description;info377@hotel.com;Ukraine;Odesa;Shevchenka;89;Double;2;159;181;2024-08-09;2024-08-15;checked-in;5;Good hotel;2024-08-09
378;Radisson;Radisson City Inn;City Inn description;info378@hotel.com;Ukraine;Odesa;Shevchenka;10;Double;2;255;175;2024-11-02;2024-11-05;checked-out;2;Good hotel;2024-11-02
379;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info379@hotel.com;Ukraine;Kyiv;Shevchenka;28;Suite;1;256;207;2024-04-15;2024-04-17;checked-in;5;Good hotel;2024-04-15
380;Radisson;Radisson Grand Hotel;Grand Hotel description;info380@hotel.com;Ukraine;Dnipro;Shevchenka;20;Single;2;218;151;2024-03-24;2024-03-30;checked-out;5;Good hotel;2024-03-24
381;Accor;Accor Grand Hotel;Grand Hotel description;info381@hotel.com;Ukraine;Odesa;Shevchenka;84;Double;1;119;63;2024-09-16;2024-09-20;pending;3;Good hotel;2024-09-16
382;Hilton;Hilton City Inn;City Inn description;info382@hotel.com;Ukraine;Dnipro;Shevchenka;1;Suite;4;300;32;2024-07-25;2024-07-28;checked-out;2;Good hotel;2024-07-25
383;Accor;Accor Sea View;Sea View description;info383@hotel.com;Ukraine;Kyiv;Shevchenka;6;Single;2;221;80;2024-11-28;2024-12-02;pending;3;Good hotel;2024-11-28
384;Accor;Accor Sea View;Sea View description;info384@hotel.com;Ukraine;Lviv;Shevchenka;44;Double;1;236;470;2024-06-27;2024-07-04;confirmed;1;Good hotel;2024-06-27
385;Hilton;Hilton City Inn;City Inn description;info385@hotel.com;Ukraine;Dnipro;Shevchenka;86;Suite;2;163;311;2024-08-22;2024-08-24;confirmed;4;Good hotel;2024-08-22
386;Hilton;Hilton Grand Hotel;Grand Hotel description;info386@hotel.com;Ukraine;Kyiv;Shevchenka;57;Suite;4;161;480;2024-01-13;2024-01-14;checked-in;3;Good hotel;2024-01-13
387;Marriott;Marriott Mountain Resort;Mountain Resort description;info387@hotel.com;Ukraine;Kyiv;Shevchenka;24;Double;4;104;441;2024-05-07;2024-05-09;checked-in;1;Good hotel;2024-05-07
388;Marriott;Marriott Grand Hotel;Grand Hotel description;info388@hotel.com;Ukraine;Dnipro;Shevchenka;5;Double;4;62;313;2024-01-23;2024-01-29;confirmed;5;Good hotel;2024-01-23
389;Accor;Accor Grand Hotel;Grand Hotel description;info389@hotel.com;Ukraine;Dnipro;Shevchenka;52;Suite;3;294;288;2024-05-07;2024-05-09;checked-in;1;Good hotel;2024-05-07
390;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info390@hotel.com;Ukraine;Lviv;Shevchenka;68;Single;4;264;44;2024-04-24;2024-04-26;pending;5;Good hotel;2024-04-24
391;Accor;Accor City Inn;City Inn description;info391@hotel.com;Ukraine;Kyiv;Shevchenka;53;Suite;2;219;437;2024-03-12;2024-03-17;confirmed;3;Good hotel;2024-03-12
392;Hilton;Hilton City Inn;City Inn description;info392@hotel.com;Ukraine;Odesa;Shevchenka;27;Suite;4;142;395;2024-01-04;2024-01-09;checked-in;2;Good hotel;2024-01-04
393;Hilton;Hilton City Inn;City Inn description;info393@hotel.com;Ukraine;Lviv;Shevchenka;77;Suite;2;106;102;2024-10-30;2024-11-04;checked-out;2;Good hotel;2024-10-30
394;Hyatt;Hyatt City Inn;City Inn description;info394@hotel.com;Ukraine;Lviv;Shevchenka;27;Suite;2;240;341;2024-12-04;2024-12-08;confirmed;2;Good hotel;2024-12-04
395;Radisson;Radisson City Inn;City Inn description;info395@hotel.com;Ukraine;Dnipro;Shevchenka;27;Double;1;104;118;2024-06-16;2024-06-23;checked-out;5;Good hotel;2024-06-16
396;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info396@hotel.com;Ukraine;Odesa;Shevchenka;56;Single;1;295;67;2024-07-19;2024-07-21;pending;5;Good hotel;2024-07-19
397;Radisson;Radisson Sea View;Sea View description;info397@hotel.com;Ukraine;Kyiv;Shevchenka;51;Single;2;155;455;2024-08-17;2024-08-18;pending;3;Good hotel;2024-08-17
398;Hyatt;Hyatt Sea View;Sea View description;info398@hotel.com;Ukraine;Odesa;Shevchenka;69;Single;3;215;430;2024-07-13;2024-07-20;checked-in;5;Good hotel;2024-07-13
399;Radisson;Radisson Mountain Resort;Mountain Resort description;info399@hotel.com;Ukraine;Odesa;Shevchenka;18;Suite;4;286;389;2024-06-03;2024-06-05;checked-out;5;Good hotel;2024-06-03
400;Marriott;Marriott Mountain Resort;Mountain Resort description;info400@hotel.com;Ukraine;Odesa;Shevchenka;26;Double;3;270;311;2024-09-20;2024-09-25;checked-out;4;Good hotel;2024-09-20
401;Marriott;Marriott City Inn;City Inn description;info401@hotel.com;Ukraine;Lviv;Shevchenka;49;Single;1;266;146;2024-10-03;2024-10-08;checked-in;4;Good hotel;2024-10-03
402;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info402@hotel.com;Ukraine;Lviv;Shevchenka;48;Double;3;221;308;2024-03-26;2024-03-27;pending;1;Good hotel;2024-03-26
403;Hilton;Hilton Grand Hotel;Grand Hotel description;info403@hotel.com;Ukraine;Dnipro;Shevchenka;91;Suite;1;106;91;2024-07-25;2024-07-30;confirmed;3;Good hotel;2024-07-25
404;Marriott;Marriott Sea View;Sea View description;info404@hotel.com;Ukraine;Kyiv;Shevchenka;79;Suite;1;145;197;2024-05-20;2024-05-22;checked-out;5;Good hotel;2024-05-20
405;Accor;Accor Sea View;Sea View description;info405@hotel.com;Ukraine;Lviv;Shevchenka;13;Double;2;214;390;2024-11-20;2024-11-23;pending;1;Good hotel;2024-11-20
406;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info406@hotel.com;Ukraine;Lviv;Shevchenka;35;Double;3;91;456;2024-02-29;2024-03-03;checked-out;5;Good hotel;2024-02-29
407;Hilton;Hilton Grand Hotel;Grand Hotel description;info407@hotel.com;Ukraine;Odesa;Shevchenka;81;Suite;3;67;494;2024-08-03;2024-08-07;checked-out;5;Good hotel;2024-08-03
408;Accor;Accor City Inn;City Inn description;info408@hotel.com;Ukraine;Dnipro;Shevchenka;75;Double;3;185;376;2024-12-13;2024-12-18;pending;1;Good hotel;2024-12-13
409;Radisson;Radisson Mountain Resort;Mountain Resort description;info409@hotel.com;Ukraine;Dnipro;Shevchenka;52;Double;3;105;186;2024-01-31;2024-02-05;checked-in;2;Good hotel;2024-01-31
410;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info410@hotel.com;Ukraine;Lviv;Shevchenka;7;Double;2;75;118;2024-05-08;2024-05-15;confirmed;3;Good hotel;2024-05-08
411;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info411@hotel.com;Ukraine;Lviv;Shevchenka;24;Single;3;228;425;2024-02-15;2024-02-17;checked-in;2;Good hotel;2024-02-15
412;Accor;Accor Sea View;Sea View description;info412@hotel.com;Ukraine;Lviv;Shevchenka;63;Suite;3;287;135;2024-12-02;2024-12-07;checked-out;3;Good hotel;2024-12-02
413;Accor;Accor Grand Hotel;Grand Hotel description;info413@hotel.com;Ukraine;Odesa;Shevchenka;58;Suite;3;60;182;2024-08-15;2024-08-19;pending;1;Good hotel;2024-08-15
414;Marriott;Marriott Grand Hotel;Grand Hotel description;info414@hotel.com;Ukraine;Kyiv;Shevchenka;70;Double;3;114;202;2024-10-05;2024-10-10;pending;3;Good hotel;2024-10-05
415;Radisson;Radisson Sea View;Sea View description;info415@hotel.com;Ukraine;Odesa;Shevchenka;76;Single;4;233;452;2024-01-19;2024-01-22;confirmed;4;Good hotel;2024-01-19
416;Marriott;Marriott City Inn;City Inn description;info416@hotel.com;Ukraine;Lviv;Shevchenka;1;Suite;1;199;365;2024-04-28;2024-05-02;pending;3;Good hotel;2024-04-28
417;Radisson;Radisson Mountain Resort;Mountain Resort description;info417@hotel.com;Ukraine;Odesa;Shevchenka;32;Suite;3;189;95;2024-12-21;2024-12-26;checked-in;1;Good hotel;2024-12-21
418;Accor;Accor Sea View;Sea View description;info418@hotel.com;Ukraine;Lviv;Shevchenka;94;Suite;1;72;121;2024-07-15;2024-07-17;checked-in;5;Good hotel;2024-07-15
419;Radisson;Radisson Sea View;Sea View description;info419@hotel.com;Ukraine;Odesa;Shevchenka;7;Double;3;197;141;2024-08-21;2024-08-25;pending;4;Good hotel;2024-08-21
420;Hyatt;Hyatt Sea View;Sea View description;info420@hotel.com;Ukraine;Kyiv;Shevchenka;38;Single;3;119;321;2024-06-06;2024-06-13;confirmed;4;Good hotel;2024-06-06
421;Hyatt;Hyatt Sea View;Sea View description;info421@hotel.com;Ukraine;Dnipro;Shevchenka;28;Double;1;203;317;2024-02-28;2024-03-01;pending;5;Good hotel;2024-02-28
422;Marriott;Marriott Grand Hotel;Grand Hotel description;info422@hotel.com;Ukraine;Kyiv;Shevchenka;100;Double;1;259;81;2024-01-28;2024-02-03;pending;4;Good hotel;2024-01-28
423;Hilton;Hilton Sea View;Sea View description;info423@hotel.com;Ukraine;Lviv;Shevchenka;79;Single;4;88;50;2024-09-05;2024-09-06;pending;3;Good hotel;2024-09-05
424;Hilton;Hilton Mountain Resort;Mountain Resort description;info424@hotel.com;Ukraine;Kyiv;Shevchenka;67;Suite;2;276;414;2024-10-30;2024-11-03;checked-out;3;Good hotel;2024-10-30
425;Marriott;Marriott City Inn;City Inn description;info425@hotel.com;Ukraine;Odesa;Shevchenka;83;Double;2;114;466;2024-09-19;2024-09-24;checked-out;2;Good hotel;2024-09-19
426;Marriott;Marriott Sea View;Sea View description;info426@hotel.com;Ukraine;Odesa;Shevchenka;82;Single;1;160;132;2024-12-08;2024-12-13;pending;1;Good hotel;2024-12-08
427;Marriott;Marriott Mountain Resort;Mountain Resort description;info427@hotel.com;Ukraine;Lviv;Shevchenka;31;Suite;2;135;36;2024-02-25;2024-02-29;confirmed;2;Good hotel;2024-02-25
